Raga,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16
Bhānukeeravāni,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
Chāyaranjani,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Dhowreyani,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Hindusthāni Todi,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
Jālakesari,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
Kumudhachandrikā,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Mahānandhini,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
Multani {Hindustani},1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Parpathi,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Shekharachandrikā,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
Śadvidamārgini,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
Sthavarājam,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Ganahemāvati,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
Indhudhanyāsi,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
Shreekānti,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
Teevravāhini,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
Vaishalini,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
Suvarnāngi,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1
Sowveeram,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1
Abhiru,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Rathikā,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
Vijayashree,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
Divyamaṇi,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
Jeevanthikā,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Deshamukhāri,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
Dundubi,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
Jeevanthini,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Suddha Gāndhāri,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Dhavaḻāmbari,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0
Dhavalāngam,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
Abhirāmam,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
Bhinnapauarali,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
Dharmini,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
Sudharmini,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
Nāmanārāyaṇi,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0
Nāmadeshi,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0
Narmada,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
Swaramanjari,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
Panthuvarāli (Kāmavardhini),1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
Kāshirāmakriyā,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
Mandāri,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
ādhi Panchama,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Basant /Vasant {Hindustani},1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
Basant Bahār {Hindustani},1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
Bhogavasantha,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
Deepakam,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
Gamakapriyā,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
Gamanapriyā,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
Hamsanārāyani,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Indumathi,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
Kamalāptapriyā,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
Kumudhakriyā,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Māruthi,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Ponni,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Prathāpa,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
Puriya Dhanashree {Hindustani},1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
Tāndavapriyā,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Rāmapriyā,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0
Ramāmanohari,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
Chintaramani,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
Hamsagamini,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
Lokaranjani,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
Meghashyāmala,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
Namoveenapaani (creation by Siri Girish),1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
Patalāmbari,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Raktimārgini,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
Rasavinodini,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
Reethi Chandrikā,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
Seemantinipriyā,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
Sukhakari,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Vedhaswaroopi,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1
Gamanāśrama,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1
Gamakakriyā,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
Alankāri,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
Bhatiyār {Hindustani},1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
Dvigāndhārabhooshani,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
Hamsānandi,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
Mechakāngi,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1
Padmakalyāni,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Poorvi Kalyāni,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
Sharabadhvāja,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
Sohini {Hindustani},1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
Vaishaka,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1
54 Viśvambari,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1
Vamshavathi,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1
Hemāngi,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Pooshakalyāni,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1
Sharadhyuthi,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1
Suddhakriyā,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Sundarāngi,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Vijayavasantham,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Śāmaḻāngi,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0
Shyāmalam,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0
Deshāvali,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
Vijayamālavi,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
Śanmukhapriyā,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0
Chāmaram,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0
Bhāshini,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0
Chintāmani,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
Dhanakari,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
Garigadya,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0
Gopikathilakam,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
Kokilanandhi,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
Rājeshwari,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
Samudrapriyā,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
Shanmukhi (Trimoorti),1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
Sumanasaranjani,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
Vasukari,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0
Simhendramadhyamam(Sumadhyuti),1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1
Ānandavalli,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Ghantana,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
Jayachoodāmani,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
Pranavapriyā,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Sarvāngi,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
Seshanādam,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0
Sunādapriyā,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
Urmikā,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
Vijayasaraswathi,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
Hemavati,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
Deshisimhāravam,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
Chandrarekhā,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
Hamsabhramari,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
Hemāmbari,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
Hemapriya,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
Kshemakari,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
Madhukowns,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
Shakthiroopini,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Simhārava,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
Vijayasāranga,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
Vijayashrāngi,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
Yāgini,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
Dharmavati,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1
Dhāmavathi,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1
Sri Tyagaraja (Raga created by Mahesh Mahadev)[7],1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Gowrikriya,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
Karmukhāvati,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
Karpoora Bharani,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
Lalitasimharavam,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
Madhumālti {Hindustani},1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Madhuvanthi {Hindustani},1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Moharanjani,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
Ranjani,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
Varada,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Vijayanāgari,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
Vishveshwarapriyā,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Nītimati,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
Nisshadham,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
Amarasenapriyā,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
Deshyagānavaridhi,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
Hamsanādam,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
Kaikavashi,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
Nuthanachandrikā,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
Rathnasāranga,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
Kāntāmani,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0
Kunthalam,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
Kanakakusumāvali,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
Shruthiranjani,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0
Riśabhapriyā,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0
Rathipriyā,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0
Gopriya,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
Poornasāveri,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
Rathnabhānu,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0
Suddha Sāranga,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
Latāngi,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
Geethapriyā,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
Chitrachandrika,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
Hamsalatha,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
Kananapriyā,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
Karunākari,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
Lalithāngi,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
Ramani,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Rathnakānthi,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
Raviswaroopini,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
Sajjananandhi,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
Skandamanorama,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Vāchaspati,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
Bhooshāvathi,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
Bhagavataranjana,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
Bhogeeshwari,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Bhooshāvali,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
Dwigāndhārabhooshani,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
Gaganamohini,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
Gurupriya,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
Hrdhini,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
Mangalakari,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
Mukthidāyini,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
Nādhabrahma,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
Pranavākāri,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
Saraswathi,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
Shivaranjani (Original),1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
Triveni,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
Utthari,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
Mechakalyāni,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1
Shānthakalyāni,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1
Amritha Kalyani (Raga created by Mahesh Mahadev)[4],1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Amritha Behāg,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Aprameya,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
Bhoopkalyāni,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Bhoopāli {Hindustani},1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Chandrakāntha,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1
Hameer {Hindustani},1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
Hameer Kalyāni {carnatic interpretation of Kedar},1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1
Hamsakalyāni,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
Kalyānadāyini,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
Kannadamaruva,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
Kedār {Hindustani},1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
Kowmoda,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
Kunthalashreekānti,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
Mohana Kalyāni,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Mrgānandhana,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
Nada Kalyani (Raga created by Mahesh Mahadev)[4],1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Nāndhakalyāni,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
Pramodhini,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
Rajasadhaka (Raga created by Mahesh Mahadev)[4],1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Sāranga,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1
Sāranga Tārangini,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
Shilangi,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Suddha Koshala,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Swayambhooshwara Rāga,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Vandanadhārini,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
Vivāhapriyā [8],1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
Chitrāmbari,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
Chaturāngini,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
Amritavarshini,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Chitrasindhu,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Churnikavinodhini,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
Vijayakoshalam,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
Sucharitrā,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0
Santhāna Manjari,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
Jyothisvarūpiṇi,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0
Jyothi,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0
Deepavarāli,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
Jyothishmathi,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
Rāmagiri,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0
Dhātuvardhani,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1
Dhowtha Panchamam,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
Dhwithiyapanchamam,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
Sumukham,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Tavapriyā,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Nāsikābhūśaṇi,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0
Nāsāmani,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
Marakathagowla,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
Thilakamandāri,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
Kōsalam,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1
Kusumākaram,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1
Ayodhya,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Rasikapriyā,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1
Rasamanjari,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1
Hamsagiri,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1
Ishtārangini,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Nāgagiri,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
